id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
13690;1;3;11,58;;11,58;1;1;1;0;0;1;1;1;0;0;0;5;0;0;0;1;1677;0;1;;1677;1677;;;;1677;;;;1677;1677;;;0;1
13691;2;;32,68;32,68;19,06;2;3;0;2;0;1;0;3;2;0;0;;;;;3;9172;0;1;;9761;9761;589;589;;9172;1500;1500;;9326;9326;154;154;0;1
13692;3;1;16,87;15,29;16,87;3;3;1;1;0;2;1;3;1;0;1;1;0;1;1;4;315;250;1;7;2896;2896;0;0;;2896;1200;1200;;426;426;0;0;354;1
13693;2;2;15,32;;15,32;1;2;1;0;0;2;1;2;0;0;1;3;0;0;1;3;0;185;1;57;26213;26213;;;;26213;;;;0;0;;;185;1
13694;6;;36,13;36,13;28,58;3;6;0;1;0;5;0;6;1;0;5;;;;;11;30552;21936;1;1;73195;73195;3429;3429;;69766;2500;2500;;73195;73195;3429;3429;25153;1
13695;3;3;75,06;;75,06;1;5;0;0;0;5;0;5;0;0;2;3;0;0;1;7;2609;556;1;2;6178;6178;;;;6178;;;;6178;6178;;;627;1
13696;2;;26,87;26,87;15,71;2;3;0;2;0;1;0;3;2;0;1;;;;;4;5919;535;1;11;6097;6097;178;178;;5919;4400;4400;;5966;5966;47;47;535;1
13697;1;;41,19;41,19;;1;1;0;1;0;0;0;1;1;0;1;;;;;2;30;-1;1;;614;614;614;614;;;600;600;;30;30;30;30;0;1
13698;2;;70,68;;70,68;1;2;0;0;0;2;0;2;0;0;0;;;;;2;6306;0;1;;6430;6430;;;;6430;;;;6430;6430;;;0;1
13699;4;3;52,32;20,74;52,32;3;4;1;1;0;3;1;4;1;0;4;4;0;2;3;8;1384;698;2;9;21924;21924;1984;1984;;19940;2000;2000;;1450;1450;0;0;1523;1
13700;2;;21,39;;21,39;1;2;0;0;0;2;0;2;0;0;0;;;;;2;31351;0;1;;38301;38301;;;;38301;;;;37900;37900;;;0;1
13701;2;2;41,71;;41,71;2;3;2;0;0;3;1;3;0;0;2;2;0;0;1;7;1127;1108;1;12;62102;62102;;;;62102;;;;2552;2552;;;1647;1
13702;2;;38,87;;38,87;2;3;0;0;0;3;0;3;0;0;0;;;;;3;2428;123;1;24;6925;6925;;;;6925;;;;4601;4601;;;123;1
13703;1;1;8,74;8,74;8,74;2;2;2;1;1;1;1;2;1;0;0;1;0;0;1;2;50;200;1;48;10594;10594;927;927;;9667;1000;1000;;50;50;50;50;200;1
13704;5;;48,77;48,77;38,52;3;8;0;3;0;5;0;8;3;0;2;;;;;10;69721;51682;1;1;139767;139767;4963;4963;;134804;6100;6100;;139767;139767;4963;4963;68851;1
13705;9;1;92,1;79,45;92,1;4;10;0;3;0;7;0;9;1;2;10;1;0;0;0;20;41614;37234;2;1;190654;131319;3294;14590;11296;176064;20950;3700;17250;49640;49221;598;975;39981;1
13706;1;;36,42;;36,42;1;1;0;0;0;1;0;1;0;0;2;;;;;3;1803;119;1;15;1803;1803;;;;1803;;;;1803;1803;;;119;1
13707;1;;36,1;36,1;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;-1;-1;1;;;;;;;;3000;3000;;;;;;0;1
13708;1;;71,35;71,35;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;432;-1;2;;432;432;;432;432;;432;;432;432;432;;432;0;1
13709;3;1;135,81;135,81;16;3;4;2;3;1;1;0;4;2;1;5;1;1;1;1;9;18;36;1;14;517;517;18;18;0;499;1700;1400;300;18;18;18;18;36;1
13710;4;1;80,1;80,1;44,35;4;7;2;3;0;4;2;7;2;1;5;1;0;1;1;12;5090;299;2;5;26712;26712;707;4732;4025;21980;5100;1100;4000;7415;7415;275;289;592;1
13711;1;;18,87;;18,87;1;1;0;0;0;1;0;1;0;0;1;;;;;2;148;199;1;17;3413;3413;;;;3413;;;;148;148;;;199;1
13712;3;;97,35;97,35;74,65;4;4;1;2;0;2;0;3;1;1;4;;;;;8;38273;727,697;2;1244;154825,9176;64389;20949;26116;5167;128709,9176;26000;20000;6000;42538,6388;40982;2709;2709;727,697;1
13713;3;;66,9;66,9;30,13;2;3;0;1;0;2;0;3;1;0;2;;;;;5;16577;350;1;27;22515;22515;0;0;;22515;3700;3700;;16618;16618;0;0;574;1
13714;1;;25,13;25,13;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;311;-1;2;;311;311;;311;311;;311;;311;311;311;;311;0;1
13715;3;;36,23;36,23;32,87;4;6;1;3;0;3;1;6;1;2;4;;;;;10;5238;404;1;1;16078;16078;5238;11926;6688;4152;11585;5000;6585;10461;10461;5238;8876;1054;1
13716;4;;78,32;;78,32;2;7;1;0;0;7;1;7;0;0;5;;;;;14;144;488;3;1;25832;25832;;;;25832;;;;144;144;;;2613;1
13717;1;;19,74;;19,74;1;1;0;0;0;1;0;1;0;0;0;;;;;1;492;0;2;;5979;5979;;;;5979;;;;492;492;;;0;1
13718;1;;48,29;48,29;29,45;2;2;0;1;0;1;0;2;1;0;0;;;;;2;8424;369;1;23;14468;14468;6044;6044;;8424;7000;7000;;11986;11986;3562;3562;369;1
13719;3;5;40,97;;40,97;2;4;1;0;0;4;1;4;0;0;4;6;0;4;5;8;0;818;2;17;59699;59699;;;;59699;;;;0;0;;;1975;1
13720;1;1;63,06;63,06;;1;1;0;1;0;0;0;1;0;1;1;1;0;1;1;2;23;-1;2;;23;23;;23;23;;23;;23;23;23;;23;0;1
13721;2;;37,81;37,81;30,39;3;3;0;2;0;1;0;3;1;1;0;;;;;3;8297;0;2;;16584;16584;8297;9790;1493;6794;10097;8297;1800;15091;15091;8297;8297;0;1
13722;1;1;60,58;;60,58;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1157;0;1;;1157;1157;;;;1157;;;;1157;1157;;;0;1
13723;3;;53,13;53,13;29,03;3;6;0;3;0;3;0;6;2;1;1;;;;;7;6641;518;2;23;29560;29560;668;2696;2028;26864;4200;2200;2000;7324;7324;659;683;688;1
13724;3;3;11,32;11,32;10,81;2;3;3;1;1;2;2;3;1;0;10;4;0;2;2;13;766;749;1;56;54373;54373;2551;2551;;51822;2600;2600;;766;766;0;0;749;1
13725;1;;36,68;;36,68;1;1;0;0;0;1;0;1;0;0;1;;;;;2;4131;2040;1;2;4131;4131;;;;4131;;;;4131;4131;;;2040;1
13726;3;;94,35;;94,35;2;3;0;0;0;3;0;3;0;0;0;;;;;3;4747;1852;1;0;4988;4988;;;;4988;;;;4988;4988;;;1852;1
13727;1;;17,29;17,29;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;10;-1;1;;11;11;11;11;;;11;11;;10;10;10;10;0;1
13728;1;1;24,39;;24,39;1;1;0;0;0;1;0;1;0;0;0;2;1;1;2;1;666;120;1;6;666;666;;;;666;;;;666;666;;;120;1
13729;4;1;99,87;87,52;99,87;4;7;0;3;0;4;0;7;2;1;2;1;0;1;1;9;423;315;1;0;19863;19863;986;4440;3454;15423;4900;1500;3400;668;668;623;668;785;1
13730;1;;126,97;;126,97;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1796;0;1;;1796;1796;;;;1796;;;;1796;1796;;;0;1
13731;3;;40,9;;40,9;2;4;0;0;0;4;0;4;0;0;0;;;;;4;3229;272;1;2;14219;14219;;;;14219;;;;3607;3607;;;878;1
13732;2;;124,65;124,65;113,94;2;2;0;1;0;1;0;2;0;1;0;;;;;2;49410;0;1;;49410;49410;;;;49410;4000;;4000;49410;49410;;;0;1
13733;3;;121,32;119,94;121,32;4;4;0;2;0;2;0;4;1;1;0;;;;;4;9905;74;2;0;10115;10115;198;198;;9917;2800;2000;800;10103;10103;198;198;74;1
13734;3;1;40,48;40,48;;1;4;0;4;0;0;0;4;4;0;0;1;1;1;1;4;30;-1;1;;9380;9380;9380;9380;;;22400;22400;;30;30;30;30;0;1
13735;1;1;19,58;;19,58;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;242;122;1;7;834;834;;;;834;;;;242;242;;;122;1
13736;4;;60,26;46,13;60,26;3;4;0;1;0;3;0;4;0;1;5;;;;;9;43174;402;1;0;51487;51487;;10;10;51477;7500;;7500;51487;51487;;10;402;1
13737;2;;34,16;;34,16;2;2;0;0;0;2;0;2;0;0;0;;;;;2;3520;283;1;12;4056;4056;;;;4056;;;;4056;4056;;;284;1
13738;7;;130,58;130,58;84,74;6;13;0;6;0;7;0;12;4;2;2;;;;;15;16356;15452;2;1;231631,8278;89250;15811;30251;14440;201380,8278;31505;21605;9900;72148;72148;12709;27149;26493,7239;1
13739;2;1;125,68;125,68;;2;3;0;3;0;0;0;3;1;2;2;1;1;1;1;5;0;-1;2;;2126;2126;1693;2126;433;;5500;2000;3500;0;0;0;0;0;1
13740;2;2;19,13;19,1;19,13;2;3;0;1;0;2;0;3;1;0;0;3;0;1;2;3;3190;769;1;37;41596;41596;1934;1934;;39662;1500;1500;;7799;7799;1910;1910;1002;1
13741;3;1;45,1;45,1;26;2;3;1;1;0;2;1;3;1;0;2;2;0;2;2;5;666;625;1;6;21953;21953;13714;13714;;8239;13700;13700;;1428;1428;666;666;737;1
13742;2;;149,19;149,19;56,39;2;2;0;1;0;1;0;2;0;1;0;;;;;2;2318;4540;2;1;4145;4145;;1827;1827;2318;1800;;1800;2345;2345;;27;4540;1
13743;3;;35,23;25,9;35,23;3;4;0;1;0;3;0;4;1;0;2;;;;;6;12423;307;1;19;32968;32968;6634;6634;;26334;4600;4600;;32887;32887;6553;6553;510;1
13744;2;;45,74;;45,74;1;2;0;0;0;2;0;2;0;0;1;;;;;3;16921;8903;1;2;16921;16921;;;;16921;;;;16921;16921;;;8903;1
13745;1;;25,19;;25,19;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1826;0;1;;1826;1826;;;;1826;;;;1826;1826;;;0;1
13746;1;;143,39;143,39;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;769;-1;1;;769;769;769;769;;;769;769;;769;769;769;769;0;1
13747;3;;53;53;28,87;4;5;0;3;0;2;0;5;1;2;3;;;;;8;7245;460;1;33;30002;30002;2348;13089;10741;16913;15500;2000;13500;12935;12935;897;8142;460;1
13748;1;;25,39;;25,39;1;1;0;0;0;1;0;1;0;0;1;;;;;2;2534;0;1;;2534;2534;;;;2534;;;;2534;2534;;;0;1
13749;4;1;36,42;36,42;27,16;2;5;1;3;0;2;1;5;3;0;1;1;0;1;1;6;1028;205;1;2;7214;7214;5218;5218;;1996;8000;8000;;2384;2384;1270;1270;260;1
13750;1;2;8,06;;8,06;1;1;1;0;0;1;1;1;0;0;0;2;0;0;2;1;1501;462;1;3;1501;1501;;;;1501;;;;1501;1501;;;462;1
13751;11;;69,06;69,06;56,55;4;26;0;10;0;16;0;26;9;1;6;;;;;32;74583;52908;2;1;197329;197329;24235;26374;2139;170955;25421;23282;2139;197144;197144;24078;26217;71284;1
13752;2;4;3,32;;3,32;2;2;2;0;0;2;2;2;0;0;0;5;1;5;5;2;1513;764;2;9;38120;38120;;;;38120;;;;2890;2890;;;1432;1
13753;1;2;35,94;35,94;;1;1;0;1;0;0;0;1;1;0;2;2;0;0;1;3;906;-1;1;;916;916;916;916;;;500;500;;906;906;906;906;0;1
13754;2;;15,32;;15,32;2;2;0;0;0;1;0;2;0;0;0;;;;;3;11851;0;1;;11851;11851;;;;11851;;;;11851;11851;;;0;1
13755;2;2;10,58;10,58;2,84;2;3;3;2;2;1;1;3;0;2;1;2;0;2;2;4;0;260;1;38;12929;12929;;2995;2995;9934;3000;;3000;0;0;;0;260;1
13756;5;8;106,97;106,97;4,87;4;7;13;2;2;5;11;7;1;1;10;13;4;9;11;18;0;839;1;20;118189;118189;0;14692;14692;103497;16000;1000;15000;0;0;0;0;2357;1
13757;2;1;63,81;;63,81;2;2;1;0;0;2;1;2;0;0;2;1;0;0;0;4;390;107;1;16;1720;1720;;;;1720;;;;396;396;;;107;1
13758;1;3;27,39;;27,39;1;1;0;0;0;1;0;1;0;0;2;3;3;3;3;3;-1;0;1;;;;;;;;;;;;;;;0;1
13759;3;5;27,74;27,74;9,06;3;4;2;2;0;2;2;4;2;0;1;7;3;3;3;5;902;473;1;28;30898;30898;;;;30898;5200;5200;;902;902;;;823;1
13760;1;;113,26;;;1;1;0;0;0;0;0;1;0;0;0;;;;;1;38161;-1;1;;38161;38161;;;;;;;;38161;38161;;;0;1
13761;4;;44,13;;44,13;2;5;0;0;0;5;0;5;0;0;2;;;;;7;1319;200;1;0;3152;3152;;;;3152;;;;3152;3152;;;435;1
13762;2;;63,52;28,39;63,52;3;4;0;1;0;3;0;4;1;0;1;;;;;5;5577;2529;1;2;7653;7653;29;29;;7624;1000;1000;;7653;7653;29;29;2645;1
13763;2;1;18,35;18,35;17,74;4;4;2;2;0;2;2;4;1;1;4;2;0;1;2;8;205;271;1;7;9247;9247;611;1859;1248;7388;2500;500;2000;205;205;205;205;375;1
13764;4;1;162,87;162,87;17,97;3;6;0;3;0;3;0;6;2;1;0;1;0;0;0;6;6025;1688;2;1;33499;33499;12374;13385;1011;20114;12849;11849;1000;13525;13525;11366;11377;1688;1
13765;1;;18,42;;18,42;1;1;0;0;0;1;0;1;0;0;0;;;;;1;4010;3371;1;1;4010;4010;;;;4010;;;;4010;4010;;;3371;1
13766;1;;51,16;;51,16;1;1;0;0;0;1;0;1;0;0;4;;;;;5;390;1360;1;0;390;390;;;;390;;;;390;390;;;1360;1
13767;2;;73,39;56,81;73,39;3;3;0;1;0;2;0;3;0;1;1;;;;;4;56283;35259,2277;1;12;123480,6997;123480,6997;;21902;21902;101578,6997;22000;;22000;123421,6997;123421,6997;;21843;35259,2277;1
13768;3;1;18,97;;18,97;2;3;1;0;0;3;1;3;0;0;0;1;0;1;1;3;202;202;1;8;7791;7791;;;;7791;;;;207;207;;;479;1
13769;1;;101,52;;101,52;1;1;0;0;0;1;0;1;0;0;0;;;;;2;78993;0;5;;78993;78993;;;;78993;;;;78993;78993;;;0;1
13770;4;;62,77;62,65;62,77;3;5;0;1;0;4;0;5;1;0;0;;;;;5;9510;0;1;;18339;18339;1991;1991;;16348;1800;1800;;18339;18339;1991;1991;0;1
13771;1;1;135,52;;135,52;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1936;1467;1;1;1936;1936;;;;1936;;;;1936;1936;;;1467;1
13772;4;;151,81;151,81;117,16;3;4;0;1;0;3;0;4;0;1;1;;;;;5;4844;869;2;3;18024;18024;;1991;1991;16033;2000;;2000;9486;9486;;0;1015;1
13773;2;5;91,32;;91,32;1;2;1;0;0;2;1;2;0;0;1;5;0;0;1;3;0;210;2;3;640;640;;;;640;;;;0;0;;;210;1
13774;2;1;12,87;;12,87;1;3;3;0;0;3;3;3;0;0;3;2;1;2;2;6;0;368;1;24;23388;23388;;;;23388;;;;0;0;;;710;1
13775;3;3;49,74;49,74;19,42;4;6;1;2;0;4;1;6;1;1;4;3;1;1;2;10;2135;416;1;23;40665;40665;2167;5264;3097;35401;5000;2000;3000;2990;2990;2135;2224;883;1
13776;2;;115,32;;115,32;1;2;0;0;0;2;0;2;0;0;1;;;;;4;357;1221;2;0;357;357;;;;357;;;;357;357;;;1400;1
13777;4;;105,13;105,13;34,19;3;6;11;2;0;4;11;6;0;2;46;;;;;52;6955;2567;1;1;40494;40494;;4937;4937;35557;4500;;4500;12460;12460;;1938;3718;1
13778;1;;125,16;;125,16;1;1;0;0;0;1;0;1;0;0;0;;;;;1;3807;0;1;;3807;3807;;;;3807;;;;3807;3807;;;0;1
13779;3;2;41,65;41,65;27,87;2;4;0;2;0;2;0;4;2;0;1;2;0;0;2;5;10504;291;1;21;19209;19209;11009;11009;;8200;9900;9900;;12478;12478;10504;10504;291;1
13780;4;;66,29;66,29;45,55;3;5;0;2;0;3;0;5;1;1;3;;;;;8;16350;227;1;3;30647;30647;892;3635;2743;27012;4000;1000;3000;27221;27221;873;873;228;1
13781;1;1;30,42;;30,42;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1980;0;1;;1980;1980;;;;1980;;;;1980;1980;;;0;1
13782;1;;60,71;60,71;;1;1;0;1;0;0;0;1;0;1;2;;;;;3;0;-1;1;;782;782;;782;782;;800;;800;0;0;;0;0;1
13783;1;;33,39;;33,39;2;3;0;0;0;3;0;3;0;0;0;;;;;3;2403;0;1;;6052;6052;;;;6052;;;;6052;6052;;;0;1
13784;8;;46,94;46,94;46,94;3;26;1;2;0;24;0;26;0;2;30;;;;;56;16986;467;1;3;58378;58378;;3578;3578;54800;3500;;3500;56725;56725;;1925;1721;1
13785;5;1;125,32;125,32;36,68;3;8;0;3;0;5;0;8;2;1;6;1;0;0;0;14;31730;13447;2;1;90219;90219;3557;7103;3546;83116;6600;2600;4000;86673;86673;3557;3557;14099;1
13786;1;;22,71;22,68;22,71;2;2;0;1;0;1;0;2;1;0;0;;;;;2;3869;0;1;;4901;4901;1032;1032;;3869;600;600;;4889;4889;1020;1020;0;1
13787;3;;58,58;;58,58;2;3;0;0;0;3;0;3;0;0;0;;;;;3;3179;137;1;23;3191;3191;;;;3191;;;;3191;3191;;;137;1
13788;4;;56,81;26,16;56,81;4;7;1;2;0;5;1;6;2;0;1;;;;;8;1297,199;264;2;10;283245,0324;24071;8753;8753;;274492,0324;8000;8000;;3222,199;1925;1122;1122;556;1
13789;2;;86,81;;86,81;2;2;0;0;0;2;0;2;0;0;1;;;;;3;3900;0;1;;3924;3924;;;;3924;;;;3924;3924;;;0;1
13790;2;;92,42;;92,42;2;2;0;0;0;2;0;2;0;0;0;;;;;2;2907;0;1;;3394;3394;;;;3394;;;;3394;3394;;;0;1
13791;1;;32,71;;32,71;1;1;0;0;0;1;0;1;0;0;0;;;;;1;5342;166;1;32;5342;5342;;;;5342;;;;5342;5342;;;166;1
13792;3;1;27,61;27,61;24,87;4;8;2;3;0;5;2;8;1;2;5;1;0;0;0;13;883;875;2;26;82211;82211;614;12705;12091;69506;12300;500;11800;1764;1764;188;393;1730;1
13793;3;;37,52;36,29;37,52;2;3;0;1;0;2;0;3;1;0;1;;;;;4;25444;19057;1;1;34596;34596;7932;7932;;26664;8200;8200;;34596;34596;7932;7932;19057;1
13794;1;;13,94;;13,94;1;1;0;0;0;1;0;1;0;0;0;;;;;1;377;242;1;22;5212;5212;;;;5212;;;;377;377;;;242;1
13795;2;;22,71;;22,71;2;2;0;0;0;2;0;2;0;0;0;;;;;2;2665;104;1;10;3672;3672;;;;3672;;;;2824;2824;;;104;1
13796;1;;85,35;;85,35;1;1;0;0;0;1;0;1;0;0;0;;;;;1;486;194;1;3;486;486;;;;486;;;;486;486;;;194;1
13797;4;;137,58;137,58;24,9;3;4;0;3;0;1;0;4;2;1;1;;;;;5;19278;0;2;;41408;41408;35253;39300;4047;2108;34000;30000;4000;26218;26218;20063;24110;0;1
13798;3;;45,94;;45,94;2;3;0;0;0;3;0;3;0;0;0;;;;;3;1047;638;1;7;23797;23797;;;;23797;;;;1047;1047;;;798;1
13799;2;1;19,81;;19,81;2;2;1;0;0;2;1;2;0;0;0;1;0;0;0;2;997;284;2;8;21783;21783;;;;21783;;;;1423;1423;;;284;1
13800;1;;97,35;;97,35;1;1;0;0;0;1;0;1;0;0;1;;;;;2;676;0;1;;676;676;;;;676;;;;676;676;;;0;1
13801;5;;69,74;69,74;50,58;4;8;0;2;0;6;0;8;1;1;5;;;;;13;64861;10566;1;1;128252;128252;;8998;8998;119254;9500;1500;8000;120230;120230;;976;11999;1
13802;1;1;42,16;;42,16;1;1;0;0;0;1;0;1;0;0;1;2;1;2;2;2;2242;119;1;19;2242;2242;;;;2242;;;;2242;2242;;;119;1
13803;1;;75,55;;75,55;1;1;0;0;0;1;0;1;0;0;0;;;;;1;3581;0;1;;3581;3581;;;;3581;;;;3581;3581;;;0;1
13804;4;;87,26;87,26;41,71;2;4;0;1;0;3;0;4;0;1;2;;;;;6;306;597;1;4;24204;24204;;3450;3450;20754;4400;;4400;309;309;;0;901;1
13805;2;;29,74;;29,74;1;2;0;0;0;2;0;2;0;0;3;;;;;5;12320;0;1;;18843;18843;;;;18843;;;;18843;18843;;;0;1
13806;3;;63,84;;63,84;2;3;0;0;0;3;0;3;0;0;2;;;;;5;7541;0;1;;15417;15417;;;;15417;;;;15417;15417;;;0;1
13807;1;;20,74;;20,74;1;1;0;0;0;1;0;1;0;0;1;;;;;2;3222;2264;1;1;3222;3222;;;;3222;;;;3222;3222;;;2264;1
13808;6;;123,32;34,19;123,32;3;7;1;1;0;6;1;7;0;1;13;;;;;20;18917;278;1;0;56865;56865;;1944;1944;54921;2000;;2000;35958;35958;;1944;816;1
13809;3;;32,52;;32,52;2;3;0;0;0;3;0;3;0;0;1;;;;;4;13313;9270;1;1;25070;25070;;;;25070;;;;25070;25070;;;9424;1
13810;2;;86,55;34,87;86,55;3;3;0;1;0;2;0;2;1;0;0;;;;;3;64504;1838,2259;1;2136;456833,9278;64504;0;0;;456833,9278;5000;5000;;66184,0309;64504;0;0;1838,2259;1
13811;3;;140,48;140,48;40,77;2;3;0;1;0;2;0;3;0;1;7;;;;;10;7828;220;2;51;13383;13383;;;;13383;3000;;3000;9888;9888;;;220;1
13812;8;6;110;110;31,71;4;10;0;3;0;7;0;10;2;1;11;6;0;0;0;21;448;221;1;4;18441;18441;4497;5273;776;13168;5390;4700;690;1747;1747;299;384;902;1
13813;1;;44;;44;1;1;0;0;0;1;0;1;0;0;0;;;;;1;932;810;2;1;932;932;;;;932;;;;932;932;;;810;1
13814;3;;26,52;26,52;19,77;3;3;1;1;0;1;0;3;1;0;0;;;;;3;453;73;1;6;453;453;;;;453;2000;2000;;453;453;;;73;1
13815;2;;84,42;;84,42;2;2;0;0;0;2;0;1;0;0;0;;;;;2;5824;1176;4;24;90797;5824;;;;90797;;;;5824;5824;;;1420;1
13816;1;;23,71;;23,71;1;2;0;0;0;2;0;2;0;0;0;;;;;2;-1;0;1;;;;;;;;;;;;;;;0;1
13817;2;;84,61;84,61;;1;3;0;3;0;0;0;3;3;0;0;;;;;3;0;-1;1;;370;370;370;370;;;20000;20000;;0;0;0;0;0;1
13818;3;1;39,35;39,35;15,45;2;4;1;2;0;2;1;4;2;0;0;1;0;0;0;4;18;711;1;9;10701;10701;1184;1184;;9517;10800;10800;;18;18;18;18;1047;1
13819;4;1;23,1;23,1;21,81;2;4;1;2;0;2;0;4;0;2;2;1;0;0;0;6;14;140;1;4;3672;3672;;1774;1774;1898;3529;;3529;14;14;;14;278;1
13820;1;;100;100;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;7084;-1;1;;7084;7084;;7084;7084;;2000;;2000;7084;7084;;7084;0;1
13821;2;;129,06;129,06;37,74;2;3;0;1;0;2;0;3;0;1;2;;;;;5;1330;86;2;4;2159;2159;;500;500;1659;500;;500;1660;1660;;1;86;1
13822;2;;97,39;;97,39;1;2;0;0;0;2;0;2;0;0;0;;;;;2;6259;132;1;25;9577;9577;;;;9577;;;;9577;9577;;;132;1
13823;2;;32,94;;32,94;2;2;0;0;0;2;0;2;0;0;3;;;;;5;3124;509;1;46;25465;25465;;;;25465;;;;5135;5135;;;509;1
13824;3;;55,23;41,23;55,23;3;4;0;2;0;2;0;4;0;2;2;;;;;6;3631;75;2;;5143;5143;;5143;5143;;6500;;6500;3631;3631;;3631;75;1
13825;2;4;11,81;11,81;5,06;2;2;2;1;1;1;1;2;1;0;1;5;0;2;2;3;6504;136;1;10;7924;7924;6504;6504;;1420;5500;5500;;7108;7108;6504;6504;136;1
13826;2;;26,13;;26,13;1;3;0;0;0;3;0;3;0;0;1;;;;;4;23476;156;1;5;25289;25289;;;;25289;;;;25289;25289;;;156;1
13827;3;;24,39;24,39;21,39;3;4;2;1;0;3;2;4;0;1;1;;;;;6;4508;1631;1;11;22589;22589;;4508;4508;18081;4508;;4508;6147;6147;;4508;3101;1
13828;3;1;48,74;48,74;27,19;4;5;0;2;0;3;0;5;1;1;0;1;0;0;0;5;105;801;1;;4358;4358;4253;4253;;105;14500;4500;10000;105;105;0;0;992;1
13829;1;;37,26;;37,26;1;1;0;0;0;1;0;1;0;0;0;;;;;1;2871;160;1;18;2871;2871;;;;2871;;;;2871;2871;;;160;1
13830;1;1;9,58;;9,58;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2;1;126;1;3;376;376;;;;376;;;;1;1;;;126;1
13831;2;1;34,1;34,1;;1;2;0;2;0;0;0;2;2;0;1;1;1;1;1;3;1;-1;1;;1;1;1;1;;;5000;5000;;1;1;1;1;0;1
13832;3;;33,45;;33,45;2;4;0;0;0;4;0;4;0;0;14;;;;;18;32001;330;2;49;70307;70307;;;;70307;;;;70306;70306;;;330;1
13833;3;;43,68;43,68;29,87;2;3;0;1;0;2;0;3;1;0;2;;;;;5;2366;90;1;9;5639;5639;2366;2366;;3273;2200;2200;;3815;3815;2366;2366;169;1
13834;3;1;60,39;;60,39;2;5;1;0;0;5;1;5;0;0;4;1;0;0;0;9;202;138;1;2;4020;4020;;;;4020;;;;754;754;;;453;1
13835;4;1;99,26;99,26;6,97;3;7;1;6;0;1;1;7;5;1;0;1;0;0;1;7;0;619;1;39;53173;53173;20425;28897;8472;24276;43000;33000;10000;0;0;0;0;619;1
13836;1;;45,16;;45,16;1;1;0;0;0;1;0;1;0;0;1;;;;;2;17776;14006;2;1;17776;17776;;;;17776;;;;17776;17776;;;14006;1
13837;6;;53,42;33,65;53,42;4;8;0;1;0;6;0;8;1;0;3;;;;;11;3916;272;1;3;18710;18710;1964;1964;;16746;2000;2000;;10754;10754;1964;1964;784;1
13838;5;1;72,97;72,97;69;4;8;0;2;0;6;0;8;1;1;0;1;1;1;1;8;14502;2137;1;2;45896;45896;9683;12103;2420;33793;5700;3700;2000;45896;45896;9683;12103;2608;1
13839;2;1;38,39;33,1;38,39;2;3;0;2;0;1;0;3;2;0;0;1;0;0;0;3;3528;0;1;;8790;8790;5497;5497;;3293;6116;6116;;7902;7902;4609;4609;0;1
13840;3;1;30,42;30,42;26,52;3;4;0;2;0;2;0;4;1;1;3;1;0;0;0;8;278;280;2;5;10036;10036;2484;3193;709;6843;3100;2400;700;616;616;116;116;520;1
13841;1;;46,13;46,13;;1;1;0;1;0;0;0;1;0;1;3;;;;;4;-1;-1;1;;;;;;;;500;;500;;;;;0;1
13842;4;;113,9;104,45;113,9;4;5;0;2;0;3;0;5;1;1;0;;;;;5;7208;2756;2;2;13778;13778;2892;3896;1004;9882;4500;3500;1000;12778;12778;2892;2896;3036;1
