id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
162;1;1;105,06;105,06;8,77;2;2;1;1;0;1;1;1;0;1;1;2;0;0;0;3;0;989;3;137;136269;846;;846;846;135423;20000;;20000;0;0;;0;989;0
163;3;1;19,61;14,71;19,61;3;4;1;2;1;2;0;4;1;1;1;1;0;0;1;5;0;202;2;5;2382;2382;246;246;0;2136;2800;800;2000;0;0;0;0;304;0
164;4;1;36,65;36,65;29,1;2;4;1;1;0;3;1;4;1;0;3;1;0;0;1;7;1;157;1;6;10388;10388;2721;2721;;7667;3500;3500;;1;1;0;0;390;0
165;2;1;74,77;74,77;7,81;2;2;1;1;0;1;1;2;0;1;0;1;0;0;1;2;0;117;1;5;569;569;;0;0;569;2000;;2000;0;0;;0;117;0
166;2;;126,1;126,1;;1;2;0;2;0;0;0;2;2;0;2;;;;;4;0;-1;1;;5108;5108;5108;5108;;;65400;65400;;0;0;0;0;0;0
167;2;2;8,23;;8,23;1;2;2;0;0;2;2;2;0;0;2;2;0;0;2;4;0;99;1;2;736;736;;;;736;;;;0;0;;;167;0
168;1;1;35,29;35,29;;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;2;0;-1;1;;0;0;0;0;;;500;500;;0;0;0;0;0;0
169;2;;111,68;111,68;;1;2;0;2;0;0;0;2;2;0;0;;;;;2;0;-1;1;;0;0;0;0;;;12200;12200;;0;0;0;0;0;0
170;4;2;19,06;8,06;19,06;2;4;2;1;1;3;1;4;1;0;1;2;0;0;1;5;228;388;1;4;6891;6891;362;362;;6529;1400;1400;;228;228;0;0;747;0
171;1;;59;;59;1;2;0;0;0;2;0;0;0;0;0;;;;;2;0;1781,2757;4;1328;499383,6482;;;;;499383,6482;;;;0;;;;3059,4913;0
172;1;;69,68;69,68;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;4000;4000;;0;0;0;0;0;0
173;1;;45,32;;45,32;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;272;4;123;33538;;;;;33538;;;;0;;;;272;0
174;2;1;113,45;113,45;6,74;3;4;3;2;1;2;2;4;1;1;4;1;0;0;1;8;0;1029;2;26;43017;43017;0;8975;8975;34042;11700;700;11000;0;0;0;0;1237;0
175;1;1;21,9;6,87;21,9;2;2;1;1;1;1;0;2;1;0;4;1;0;0;1;6;0;420;1;14;6049;6049;130;130;;5919;1000;1000;;0;0;0;0;420;0
176;1;;143,35;143,35;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;1700;;1700;0;0;;0;0;0
177;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
178;1;;12,55;12,55;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
179;2;;78,42;78,42;;1;2;0;2;0;0;0;2;2;0;0;;;;;3;0;-1;1;;3;3;3;3;;;70000;70000;;0;0;0;0;0;0
180;1;;129,9;129,9;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
181;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
182;4;2;79;79;32,52;5;7;4;3;1;4;3;7;1;2;2;3;1;2;3;9;0;118;1;1;5055;5055;518;1207;689;3848;4100;800;3300;0;0;0;0;346;0
183;2;;34,1;;34,1;1;2;1;0;0;2;1;2;0;0;2;;;;;4;0;71;1;2;385;385;;;;385;;;;0;0;;;138;0
184;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;3;-1;-1;-1;;;;;;;;;;;;;;;0;0
185;1;;26,65;26,65;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;1473;1473;1473;1473;;;5500;5500;;0;0;0;0;0;0
186;2;1;11,52;11,52;10,16;3;3;3;1;1;2;2;3;0;1;0;1;0;1;1;3;196;189;2;21;7557;7557;;832;832;6725;1352;;1352;211;211;;0;323;0
187;1;;3,23;;3,23;1;1;1;0;0;1;1;1;0;0;0;;;;;1;0;677;2;81;54814;54814;;;;54814;;;;0;0;;;677;0
188;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
189;1;;157,74;157,74;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;15000;;15000;0;0;;0;0;0
190;5;1;58,77;58,77;21,16;4;5;1;3;0;2;1;5;2;1;4;1;0;0;0;9;1427;1418;2;27;68353;68353;10228;13055;2827;55298;17700;14900;2800;2111;2111;225;245;1868;0
191;1;;107,32;107,32;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;6000;;6000;0;0;;0;0;0
192;1;1;2,32;;2,32;1;1;2;0;0;1;2;1;0;0;2;5;5;5;5;3;0;690;2;58;40038;40038;;;;40038;;;;0;0;;;690;0
193;2;1;36,55;36,55;4,1;2;2;1;1;0;1;1;2;1;0;0;1;0;1;1;2;0;39;1;8;319;319;0;0;;319;4000;4000;;0;0;0;0;39;0
194;1;2;7,55;7,55;;1;1;1;1;1;0;0;1;1;0;0;2;1;1;2;1;0;-1;1;;1422;1422;1422;1422;;;3000;3000;;0;0;0;0;0;0
195;1;;10,13;10,13;;1;1;2;1;2;0;0;1;0;1;1;;;;;2;0;-1;1;;940;940;;940;940;;1000;;1000;0;0;;0;0;0
196;1;;19,94;19,94;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;714;714;714;714;;;3000;3000;;0;0;0;0;0;0
197;1;1;3,35;;3,35;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;202;1;2;400;400;;;;400;;;;0;0;;;202;0
198;3;1;133,39;133,39;39,35;3;4;0;3;0;1;0;4;1;2;6;1;0;0;0;10;0;627;2;22;19518;19518;460;5713;5253;13805;5800;500;5300;0;0;0;0;627;0
199;1;1;73,16;73,16;;1;1;0;1;0;0;0;1;0;1;0;3;3;3;3;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
200;2;3;3,84;;3,84;1;2;2;0;0;2;2;2;0;0;0;3;1;3;3;2;321;336;1;8;5295;5295;;;;5295;;;;528;528;;;634;0
201;1;1;7,32;;7,32;1;1;1;0;0;1;1;1;0;0;3;1;0;0;1;4;0;121;1;3;362;362;;;;362;;;;0;0;;;121;0
202;1;;47,06;;47,06;1;3;0;0;0;3;0;3;0;0;0;;;;;5;0;654;4;4;9519;9519;;;;9519;;;;0;0;;;1837;0
203;2;1;74,81;74,81;2,77;2;2;1;1;0;1;1;2;0;1;0;1;1;1;1;2;0;289;2;8;2319;2319;;0;0;2319;300;;300;0;0;;0;289;0
204;2;2;12,42;;12,42;2;2;1;0;0;2;1;2;0;0;0;2;0;1;1;3;0;75;2;20;3259;3259;;;;3259;;;;0;0;;;149;0
205;2;1;11,35;11,35;7,58;2;2;2;1;1;1;1;2;0;1;3;1;0;0;1;5;0;72;2;1;2764;2764;;2702;2702;62;4000;;4000;0;0;;0;72;0
206;4;2;59,81;59,81;35,45;3;4;0;1;0;3;0;4;0;1;0;2;0;1;1;4;3432;93;1;0;8415;8415;;3311;3311;5104;4000;;4000;5104;5104;;0;93;0
207;1;;27,48;;27,48;1;1;0;0;0;1;0;1;0;0;2;;;;;3;0;145;1;2;349;349;;;;349;;;;0;0;;;145;0
208;1;;57,81;57,81;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;1;;;;;;;;10000;;10000;;;;;0;0
209;2;;105,26;105,26;;1;2;0;2;0;0;0;2;2;0;0;;;;;2;0;-1;1;;3907;3907;3907;3907;;;22200;22200;;0;0;0;0;0;0
210;2;1;17,19;;17,19;2;2;1;0;0;2;1;2;0;0;1;1;1;1;1;3;1;749;1;3;14629;14629;;;;14629;;;;1;1;;;847;0
211;2;;53,97;53,97;1,52;2;2;1;1;0;1;1;2;0;1;1;;;;;4;0;92;1;18;1992;1992;;371;371;1621;500;;500;0;0;;0;92;0
212;2;;137,84;137,84;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;2;;1066;1066;744;1066;322;;13400;8800;4600;0;0;0;0;0;0
213;1;1;1,26;;1,26;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;89;1;23;2062;2062;;;;2062;;;;0;0;;;89;0
214;1;;41,39;41,39;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;2701;2701;;2701;2701;;5000;;5000;0;0;;0;0;0
215;2;2;8,52;8,52;2,13;2;2;2;1;1;1;1;2;1;0;0;3;2;2;3;2;0;100;1;21;3803;3803;1707;1707;;2096;2500;2500;;0;0;0;0;100;0
216;2;1;34,29;;34,29;2;2;0;0;0;2;0;2;0;0;3;1;0;0;1;5;0;449;1;2;1193;1193;;;;1193;;;;0;0;;;560;0
217;1;;77,94;77,94;72,94;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;361;2;115;44186;2726;;2726;2726;41460;3000;;3000;0;0;;0;361;0
218;1;2;81;81;42,13;3;3;1;1;0;2;1;2;0;1;2;2;0;0;1;5;0;0;2;;179662;22677;;6274;6274;173388;7500;;7500;0;0;;0;0;0
219;1;1;3,26;3,26;;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;-1;-1;1;;;;;;;;5000;;5000;;;;;0;0
220;3;;69;69;;2;4;1;4;1;0;0;4;3;1;1;;;;;5;0;-1;2;;7499;7499;4401;7499;3098;;56700;49200;7500;0;0;0;0;0;0
221;4;2;35,48;6,65;35,48;3;8;2;1;1;7;1;8;0;1;12;2;0;0;1;20;80;226;1;11;27647;27647;;480;480;27167;500;;500;125;125;;0;876;0
222;1;;78,77;42,26;78,77;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;338,5373;3;1280;43288,4798;0;0;0;;43288,4798;2500;2500;;0;0;0;0;338,5373;0
223;2;1;53,97;53,97;1,39;3;3;1;2;0;1;1;3;1;1;0;1;1;1;1;3;21;68;2;25;3157;3157;1001;1462;461;1695;1300;1000;300;21;21;21;21;68;0
224;1;2;13,19;13,19;;1;1;0;1;0;0;0;1;1;0;0;3;0;0;2;1;0;-1;1;;1478;1478;1478;1478;;;2300;2300;;0;0;0;0;0;0
225;2;;86,45;84,03;86,45;2;2;0;1;0;1;0;2;0;1;0;;;;;2;8;0;1;;8;8;;0;0;8;3000;;3000;8;8;;0;0;0
226;1;1;7,87;;7,87;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;2;0;130;1;15;1941;1941;;;;1941;;;;0;0;;;130;0
227;3;2;44,23;12,97;44,23;3;3;1;1;0;2;1;2;1;0;0;2;0;0;0;3;1041;570;1;30;162996;21250;4045;4045;;158951;5500;5500;;1395;354;0;0;570;0
228;4;7;36,45;19,77;36,45;3;7;1;1;0;6;1;7;1;0;10;14;1;3;10;20;777;777;2;1;52940;52940;4832;4832;;48108;5000;5000;;1800;1800;0;0;2658;0
229;2;1;83,13;83,13;9,61;2;2;1;1;0;1;1;2;0;1;1;1;0;0;0;3;0;81;2;6;2757;2757;;2234;2234;523;3500;;3500;0;0;;0;81;0
230;1;2;2,16;;2,16;1;1;1;0;0;1;1;1;0;0;0;2;2;2;2;2;0;125;1;59;7381;7381;;;;7381;;;;0;0;;;125;0
231;1;1;9,94;;9,94;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;227;4;15;3413;3413;;;;3413;;;;0;0;;;227;0
232;1;;68,13;68,13;;2;2;0;2;0;0;0;2;1;1;2;;;;;4;0;-1;2;;2767;2767;1289;2767;1478;;3300;1300;2000;0;0;0;0;0;0
233;3;1;79,39;79,39;43,32;3;3;1;1;0;2;1;2;0;1;1;1;0;0;1;4;0;1585,1139;2;2;449430,1709;28217;;27184;27184;422246,1709;30000;;30000;0;0;;0;2101,1139;0
234;1;1;4,13;2,81;4,13;2;2;2;1;1;1;1;2;1;0;3;1;0;1;1;5;0;242;1;43;10495;10495;0;0;;10495;500;500;;0;0;0;0;242;0
235;0;4;;;;0;0;1;0;0;0;1;0;0;0;2;6;2;2;3;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
236;2;1;135,23;135,23;17,32;2;4;1;1;0;3;1;4;0;1;5;2;2;2;2;9;0;131;1;11;6452;6452;;625;625;5827;1000;;1000;0;0;;0;351;0
237;2;2;8,58;8,58;8,23;3;3;3;1;1;2;2;3;1;0;3;3;0;1;2;6;0;103;1;5;1172;1172;179;179;;993;900;900;;0;0;0;0;185;0
238;2;;14,74;;14,74;2;2;1;0;0;2;1;2;0;0;0;;;;;2;0;54;2;2;6166;6166;;;;6166;;;;0;0;;;54;0
239;5;2;152,1;152,1;71,42;5;6;0;3;0;3;0;6;1;2;0;2;1;2;2;6;0;1215;2;9;50933;50933;2098;2580;482;48353;6900;5000;1900;0;0;0;0;2481;0
240;1;;110;110;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
241;2;;148,81;;148,81;2;2;0;0;0;2;0;1;0;0;1;;;;;3;0;141;2;5;700;700;;;;700;;;;0;0;;;141;0
242;1;;21,42;21,42;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;-1;-1;1;;;;;;;;1500;;1500;;;;;0;0
243;2;1;26,87;26,87;3,81;2;2;1;1;0;1;1;1;1;0;1;1;0;1;1;3;0;1426,7768;2;2710;240732,5148;0;0;0;;240732,5148;5000;5000;;0;0;0;0;1426,7768;0
244;5;4;47,48;47,48;26,77;5;7;2;3;1;4;1;7;1;2;12;5;0;2;5;19;1;338;1;23;35431;35431;1533;6647;5114;28784;8500;1500;7000;1;1;0;0;921;0
245;1;2;3,06;3,06;;1;1;1;1;1;0;0;1;1;0;0;2;1;2;2;1;-1;-1;1;;;;;;;;5000;5000;;;;;;0;0
246;4;2;43,45;30,48;43,45;5;9;2;3;0;6;2;8;2;1;3;2;0;0;0;12;0;945,0056;2;7;112228,6876;48775,6876;1184;11188;10004;101040,6876;11700;1700;10000;0;0;0;0;2537,0056;0
247;1;;35;;35;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;1262,3961;2;2794;352392,0181;;;;;352392,0181;;;;0;;;;1262,3961;0
248;4;2;51,65;51,65;17,03;3;6;10;2;1;4;9;6;0;2;9;4;1;1;4;15;1;596;1;1;87960;87960;;8410;8410;79550;8400;;8400;1;1;;0;1343;0
249;1;;18,52;18,52;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;955;955;955;955;;;5500;5500;;0;0;0;0;0;0
250;4;3;29,42;20,77;29,42;2;5;3;1;0;4;3;5;1;0;6;3;1;2;3;11;0;118;1;1;2810;2810;755;755;;2055;800;800;;0;0;0;0;314;0
251;1;;95,77;95,77;80,35;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;2452;2;116;300081;15257;;15257;15257;284824;20000;;20000;0;0;;0;2452;0
252;1;2;31,13;31,13;;1;2;0;2;0;0;0;2;2;0;0;3;2;3;3;2;0;-1;1;;847;847;847;847;;;1200;1200;;0;0;0;0;0;0
253;2;3;103,32;103,32;10,16;3;5;1;4;0;1;1;4;3;1;1;3;0;0;0;6;0;967;2;35;41480;7873;7873;7873;0;33607;23000;20000;3000;0;0;0;0;967;0
254;1;;44,35;44,35;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;1269;1269;;1269;1269;;3000;;3000;0;0;;0;0;0
255;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
256;1;3;6,19;;6,19;1;1;2;0;0;1;2;1;0;0;1;3;0;0;3;2;0;38;1;15;556;556;;;;556;;;;0;0;;;38;0
257;1;;44,16;;44,16;1;1;1;0;0;1;1;0;0;0;2;;;;;3;0;725,1963;2;2432;188367,444;;;;;188367,444;;;;0;;;;725,1963;0
258;2;2;32,55;32,55;;2;2;0;2;0;0;0;2;1;1;5;2;2;2;2;7;0;-1;1;;944;944;944;944;0;;3000;1000;2000;0;0;0;0;0;0
259;2;;14,81;14,81;13,19;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;661;2;;1794;1794;1794;1794;;;5200;5200;;0;0;0;0;661;0
260;2;;49,94;49,94;11,39;2;3;1;2;0;1;1;2;2;0;0;;;;;3;0;800;2;53;47240;4814;4814;4814;;42426;16000;16000;;0;0;0;0;800;0
261;1;;55,52;55,52;;1;2;0;2;0;0;0;2;2;0;3;;;;;5;0;-1;1;;0;0;0;0;;;15000;15000;;0;0;0;0;0;0
262;2;1;94,9;33,9;94,9;3;4;0;2;0;2;0;2;1;1;0;1;0;1;1;4;0;1912,872;1;1775;381855,52;20617;487;20617;20130;361238,52;76000;50000;26000;0;0;0;0;2161,4579;0
263;2;2;179,29;179,29;;2;2;1;2;1;0;0;2;1;1;0;2;1;1;1;2;0;-1;2;;6219;6219;0;6219;6219;;11600;5000;6600;0;0;0;0;0;0
264;2;;19,13;19,13;15,48;3;3;0;1;0;2;0;3;1;0;3;;;;;6;0;508;2;20;16597;16597;2044;2044;;14553;2000;2000;;0;0;0;0;712;0
265;2;1;53,39;53,39;29,23;3;3;0;1;0;2;0;3;0;1;2;1;0;0;0;5;0;337;2;15;17339;17339;;4024;4024;13315;4200;;4200;0;0;;0;658;0
266;2;;78,42;78,42;20,29;3;4;0;2;0;2;0;4;1;1;1;;;;;6;0;769;1;7;17518;17518;1049;4206;3157;13312;7300;2300;5000;0;0;0;0;1000;0
267;1;;92,48;;92,48;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;803,161;1;1002;85680,725;;;;;85680,725;;;;0;;;;803,161;0
268;1;;36,52;36,52;;1;1;0;1;0;0;0;1;0;1;2;;;;;3;0;-1;1;;0;0;;0;0;;7000;;7000;0;0;;0;0;0
269;2;1;136,16;136,16;17,48;2;2;0;1;0;1;0;2;0;1;1;2;0;0;0;3;0;1061;2;35;37109;37109;;0;0;37109;4800;;4800;0;0;;0;1061;0
270;3;3;55,65;55,65;19,77;3;3;0;1;0;2;0;2;0;1;0;3;1;2;3;3;0;3113;1;16;338558,8968;59532;;9607;9607;328951,8968;12000;;12000;0;0;;0;4510,9859;0
271;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
272;2;;44,61;;44,61;2;2;0;0;0;2;0;1;0;0;0;;;;;2;0;879,5642;2;2833;250518,1935;1630;;;;250518,1935;;;;0;0;;;879,5642;0
273;2;1;14,26;;14,26;2;2;1;0;0;2;1;2;0;0;2;1;0;0;1;4;0;190;1;4;1036;1036;;;;1036;;;;0;0;;;271;0
274;2;1;37,84;37,84;28,77;2;2;0;1;0;1;0;2;1;0;3;1;0;0;0;5;0;198;1;8;2599;2599;1014;1014;;1585;1000;1000;;0;0;0;0;198;0
275;3;1;151,1;151,1;33,19;4;5;1;2;0;3;1;5;1;1;2;1;1;1;1;7;0;179;2;0;15698;15698;2343;9434;7091;6264;27500;20000;7500;0;0;0;0;334;0
276;2;1;54,1;54,1;1,23;2;2;1;1;0;1;1;2;1;0;3;2;2;2;2;5;300;0;2;;71450;71450;6203;6203;;65247;9000;9000;;300;300;300;300;0;0
277;1;;91,48;89,9;91,48;2;2;0;1;0;1;0;1;0;1;1;;;;;3;0;121;3;25;4317;1243;;1243;1243;3074;2500;;2500;0;0;;0;121;0
278;1;;23,61;23,61;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;500;500;;0;0;0;0;0;0
279;2;1;18,19;;18,19;1;2;1;0;0;2;1;2;0;0;0;1;0;1;1;2;87;96;1;12;3340;3340;;;;3340;;;;87;87;;;182;0
280;2;;58,55;58,55;57,13;3;3;0;2;0;1;0;2;1;1;0;;;;;3;0;0;1;;203201,4775;0;0;0;0;203201,4775;1300;1000;300;0;0;0;0;0;0
281;1;;29,52;29,52;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;6917;6917;6917;6917;;;8200;8200;;0;0;0;0;0;0
282;1;;54,97;42,58;54,97;2;2;0;1;0;1;0;2;1;0;0;;;;;2;0;1047;1;6;10234;10234;3997;3997;;6237;5800;5800;;0;0;0;0;1047;0
283;1;;29;29;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;1;;;;;;;;300;;300;;;;;0;0
284;1;;16,45;16,45;;1;1;0;1;0;0;0;1;1;0;1;;;;;2;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
285;1;;124,74;124,74;;3;3;0;3;0;0;0;3;1;2;0;;;;;3;0;-1;2;;0;0;0;0;0;;40000;5000;35000;0;0;0;0;0;0
286;2;;73,52;73,52;;1;2;0;2;0;0;0;2;2;0;0;;;;;2;0;-1;1;;0;0;0;0;;;4700;4700;;0;0;0;0;0;0
287;1;;116,23;116,23;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;832;832;;832;832;;2000;;2000;0;0;;0;0;0
288;1;1;141,19;141,19;7,55;2;3;2;1;0;2;2;3;0;1;0;2;0;1;2;3;0;539;1;43;48289;48289;;10358;10358;37931;14000;;14000;0;0;;0;862;0
289;3;;137,48;137,48;13,71;3;4;0;3;0;1;0;4;2;1;1;;;;;6;0;593;1;12;9987;9987;2872;2872;0;7115;19000;18700;300;0;0;0;0;593;0
290;2;2;5,84;;5,84;1;2;2;0;0;2;2;2;0;0;0;2;0;2;2;2;0;129;1;12;3439;3439;;;;3439;;;;0;0;;;157;0
291;2;;91,06;91,06;34,42;2;2;0;1;0;1;0;1;0;1;0;;;;;3;0;2056,535;1;4463;916828,6142;0;;0;0;916828,6142;20000;;20000;0;0;;0;2056,535;0
292;1;;151,42;151,42;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;4169;4169;;4169;4169;;6000;;6000;0;0;;0;0;0
293;1;4;1,39;;1,39;1;1;1;0;0;1;1;0;0;0;0;7;7;7;7;1;0;1486;2;182;269831;;;;;269831;;;;0;;;;1486;0
294;2;;30,26;30,26;17,35;2;3;1;1;0;2;1;3;0;1;2;;;;;5;0;177;2;2;786;786;;;;786;3000;;3000;0;0;;;301;0
295;1;;35,94;35,1;35,94;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;651,7634;2;2722;182307,8419;5063;;5063;5063;177244,8419;6000;;6000;0;0;;0;651,7634;0
296;1;;90,61;90,61;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
297;2;1;27,39;27,39;1,16;2;2;1;1;0;1;1;2;1;0;0;1;1;1;1;2;0;127;1;20;2540;2540;;;;2540;3000;3000;;0;0;;;127;0
298;2;1;78,74;78,74;5,77;2;2;1;1;0;1;1;2;1;0;0;1;0;0;0;2;0;161;1;7;1148;1148;0;0;;1148;2100;2100;;0;0;0;0;161;0
299;1;;16,1;;16,1;1;1;0;0;0;1;0;1;0;0;0;;;;;1;105;508;1;13;6603;6603;;;;6603;;;;105;105;;;508;0
300;4;2;76,68;67,48;76,68;5;7;1;4;0;3;1;6;3;1;1;2;0;0;2;8;12,6556;392,3236;2;16;71098,172;22121;7902;9304;1402;61794,172;12500;10900;1600;12,6556;0;0;0;1044,3236;0
301;1;;20,29;;20,29;1;2;1;0;0;2;1;2;0;0;0;;;;;2;2;96;1;12;2557;2557;;;;2557;;;;3;3;;;190;0
302;5;1;91,58;91,58;34,35;5;6;0;4;0;2;0;6;2;2;0;1;1;1;1;6;0;305;1;14;17351;17351;3564;4199;635;13152;8300;3500;4800;0;0;0;0;396;0
303;3;;190,29;190,29;90,26;4;6;0;4;0;2;0;5;2;2;0;;;;;6;0;1058,529;3;26;33648,4128;8884,4128;588;588;0;33060,4128;37800;25000;12800;0;0;0;0;1995,529;0
304;1;;21,16;21,16;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;1610;1610;1610;1610;;;4000;4000;;0;0;0;0;0;0
305;1;;84;;84;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;1133;3;109;123725;;;;;123725;;;;0;;;;1133;0
306;3;1;81,39;81,39;32,39;2;3;1;1;0;2;1;3;0;1;0;1;0;0;1;3;0;929;3;10;23429;23429;;;;23429;300;;300;0;0;;;1053;0
307;1;1;10,26;10,26;;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
308;2;2;42,58;42,58;5,06;4;6;3;4;1;2;2;5;3;1;2;2;1;1;2;8;71;223;1;16;38678;2957;1811;1811;0;36867;5000;2900;2100;71;71;0;0;294;0
309;2;3;68,42;;68,42;2;2;1;0;0;2;1;1;0;0;3;3;1;1;3;6;0;215;2;5;10447;626;;;;10447;;;;0;0;;;347;0
310;1;1;40,68;40,68;;2;2;0;2;0;0;0;2;1;1;1;1;0;0;0;3;136;-1;1;;137;137;0;137;137;;2500;600;1900;136;136;0;136;0;0
311;1;1;13,58;13,58;;1;1;0;1;0;0;0;1;0;1;2;1;0;1;1;3;0;-1;1;;0;0;;0;0;;3200;;3200;0;0;;0;0;0
312;2;1;79,45;78,77;79,45;3;4;1;2;0;2;1;2;1;1;0;1;0;0;0;4;0;1691,0481;2;128;445539,7697;18;18;18;0;445521,7697;70100;1000;69100;0;0;0;0;2722,0481;0
313;1;;54,1;54,1;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;1;;3572;3572;3572;3572;0;;10000;6400;3600;0;0;0;0;0;0
314;1;1;7,42;;7,42;1;1;2;0;0;1;2;1;0;0;2;1;0;0;1;3;0;136;1;3;408;408;;;;408;;;;0;0;;;136;0
315;1;1;9,61;9,52;9,61;2;2;2;1;1;1;1;2;1;0;0;1;0;0;0;2;0;1436;1;15;23562;23562;1938;1938;;21624;5000;5000;;0;0;0;0;1436;0
316;2;;127,68;127,68;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;1;;482;482;482;482;0;;7300;7000;300;0;0;0;0;0;0
317;1;1;114,58;114,58;;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;-1;2;;0;0;;0;0;;2500;;2500;0;0;;0;0;0
318;2;2;125,87;125,87;;2;2;1;2;1;0;0;2;1;1;0;2;2;2;2;2;0;-1;2;;1999;1999;1999;1999;0;;2800;2500;300;0;0;0;0;0;0
